label,text,length,cleaned_text
ham,send me the new number,22,send new number
spam,want the latest video handset anytime any network mins half price line rental reply or call for delivery tomorrow,132,want latest video handset anytim network min half price line rental repli call deliveri tomorrow
ham, and half years i missed your friendship ,44,half year miss friendship
ham,oh for fuck s sake she s in like tallahassee,44,oh fuck sake like tallahasse
ham,haha that was the first person i was gonna ask,47,haha first person gonna ask
spam,ou are guaranteed the latest nokia phone a gb ipod mp player or a å prize txt word collect to no ibhltd ldnw h p mtmsgrcvd ,146,ou guarante latest nokia phone gb ipod mp player å prize txt word collect ibhltd ldnw h p mtmsgrcvd
ham,taka lor wat time u wan come n look us ,44,taka lor wat time u wan come n look us
spam, free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw,134,free polyphon rington text super get free poli tone week sn pobox nr zs subscript pw
ham, i m reaching in another stops ,36,reach anoth stop
ham,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed ,415,mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore time clean fold laundri etc least make bed
spam,warner village c colin farrell in swat this wkend warner village get free med popcorn just show msg ticket kiosk valid c t c kiosk reply sony mre film offers,181,warner villag c colin farrel swat wkend warner villag get free med popcorn show msg ticket kiosk valid c c kiosk repli soni mre film offer
ham,will you come online today night,32,come onlin today night
ham,then anything special ,22,anyth special
ham,i m in solihull do you want anything ,40,solihul want anyth
ham,will do have a good day,24,good day
ham,we regret to inform u that the nhs has made a mistake u were never actually born please report yor local hospital b terminated we r sorry the inconvenience,160,regret inform u nh made mistak u never actual born pleas report yor local hospit b termin r sorri inconveni
ham,love that holiday monday feeling even if i have to go to the dentists in an hour,80,love holiday monday feel even go dentist hour
ham,i am on the way to tirupur ,27,way tirupur
spam,goal arsenal henry v liverpool henry scores with a simple shot from yards from a pass by bergkamp to give arsenal a goal margin after mins ,155,goal arsen henri v liverpool henri score simpl shot yard pass bergkamp give arsen goal margin min
ham,you ve already got a flaky parent it snot supposed to be the child s job to support the parent not until they re the ride age anyway i m supposed to be there to support you and now i ve hurt you unintentional but hurt nonetheless ,237,alreadi got flaki parent snot suppos child job support parent ride age anyway suppos support hurt unintent hurt nonetheless
ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow ,134,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
ham,just dropped em off omw back now,33,drop em omw back
ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower,80,sit mu wait everyon get suit take shower
ham,re your call you didn t see my facebook huh ,45,call see facebook huh
ham,g says you never answer your texts confirm deny,48,g say never answer text confirm deni
ham,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng ,148,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
ham,oh yah we never cancel leh haha ,38,oh yah never cancel leh haha
ham,we can go e normal pilates after our intro ,49,go e normal pilat intro
ham,ok let u noe when i leave my house ,38,ok let u noe leav hous
ham,oh yes why is it like torture watching england ,48,oh ye like tortur watch england
ham,wanna do some art d,22,wanna art
ham,just hopeing that wasn û t too pissed up to remember and has gone off to his sisters or something ,98,hope û piss rememb gone sister someth
spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service,124,hi sexychat girl wait text text great night chat send stop stop servic
ham,good morning my boytoy how s those yummy lips where s my sexy buns now what do you do do you think of me do you crave me do you need me ,149,good morn boytoy yummi lip sexi bun think crave need
ham,match started india lt gt for ,37,match start india lt gt
ham,once free call me sir ,22,free call sir
ham,hey do you want anything to buy ,33,hey want anyth buy
ham,hey babe how s it going did you ever figure out where your going for new years ,83,hey babe go ever figur go new year
ham,k k congratulation ,24,k k congratul
ham,g wants to know where the fuck you are,38,g want know fuck
ham,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,129,cancel yeah babi well sound import understand darlin give ring later fone love kate x
ham,tomarrow i want to got to court at lt decimal gt so you come to bus stand at ,85,tomarrow want got court lt decim gt come bu stand
ham,ìï go home liao ask dad to pick me up at ,46,ìï go home liao ask dad pick
ham,omg you can make a wedding chapel in frontierville why do they get all the good stuff ,87,omg make wed chapel frontiervil get good stuff
ham,i m eatin now lor but goin back to work soon e mountain deer show huh i watch b liao very nice ,106,eatin lor goin back work soon e mountain deer show huh watch b liao nice
ham,check mail i have mailed varma and kept copy to you regarding membership take care insha allah ,95,check mail mail varma kept copi regard membership take care insha allah
ham,wrong phone this phone i answer this one but assume the other is people i don t well,86,wrong phone phone answer one assum peopl well
ham,anyway i don t think i can secure anything up here lemme know if you want me to drive down south and chill,107,anyway think secur anyth lemm know want drive south chill
ham,i m already back home so no probably not,40,alreadi back home probabl
spam,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties ,137,hi ami send free phone number coupl day give access adult parti
ham,i am in bus on the way to calicut,33,bu way calicut
ham,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,146,hi probabl much fun get messag thought id txt u co im bore jame fart night
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about wanna do somethin later call me later ortxt back jess xx,136,hi babi im sat bloodi bu mo wont home wanna somethin later call later ortxt back jess xx
spam,welcome to select an o service with added benefits you can now call our specially trained advisors free from your mobile by dialling ,140,welcom select servic ad benefit call special train advisor free mobil diall
ham,i lost pounds since my doc visit last week woot woot now i m gonna celebrate by stuffing my face ,100,lost pound sinc doc visit last week woot woot gonna celebr stuf face
ham,u coming back dinner rite dad ask me so i re confirm wif u ,64,u come back dinner rite dad ask confirm wif u
ham,doing my masters when will you buy a bb cos i have for sale and how s bf,73,master buy bb co sale bf
ham,ahhhh just woken up had a bad dream about u tho so i dont like u right now i didnt know anything about comedy night but i guess im up for it ,146,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im
ham,i m vivek i got call from your number ,39,vivek got call number
ham,why didn t u call on your lunch ,32,u call lunch
ham,what i mean was i left too early to check cos i m working a ,65,mean left earli check co work
ham,i want lt gt rs da do you have it ,41,want lt gt rs da
ham,i want to see your pretty pussy ,34,want see pretti pussi
spam,dear voucher holder have your next meal on us use the following link on your pc enjoy a dining experiencehttp www vouch me com etlp dining asp,153,dear voucher holder next meal us use follow link pc enjoy dine experiencehttp www vouch com etlp dine asp
ham,a few people are at the game i m at the mall with iouri and kaila,66,peopl game mall iouri kaila
spam,urgent we are trying to contact u todays draw shows that you have won a å prize guaranteed call from land line claim valid hrs only,160,urgent tri contact u today draw show å prize guarante call land line claim valid hr
spam,you can donate å to unicef s asian tsunami disaster support fund by texting donate to å will be added to your next bill,137,donat å unicef asian tsunami disast support fund text donat å ad next bill
ham,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future ,133,futur plan tomorrow result today best present enjoy futur
ham,i will cme i want to go to hos morow after that i wil cme this what i got from her dear what to do she didnt say any time,125,cme want go ho morow wil cme got dear didnt say time
ham,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that,132,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
ham,hey come online use msn we are all there,44,hey come onlin use msn
ham,i m fine hope you are good do take care ,42,fine hope good take care
ham,oops i was in the shower when u called hey a parking garage collapsed at university hospital see i m not crazy stuff like that does happen ,142,oop shower u call hey park garag collaps univers hospit see crazi stuff like happen
ham,aiyo u so poor thing then u dun wan eat u bathe already ,62,aiyo u poor thing u dun wan eat u bath alreadi
ham,yar i tot u knew dis would happen long ago already ,54,yar tot u knew di would happen long ago alreadi
ham,you are gorgeous keep those pix cumming thank you ,54,gorgeou keep pix cum thank
ham,jade its paul y didnåõt u txt me do u remember me from barmed i want talk u txt me,90,jade paul didnåõt u txt u rememb barm want talk u txt
ham,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled ,111,spend new year brother famili let plan meet next week readi spoil
ham,so what u doing today ,22,u today
ham,i said its okay sorry,22,said okay sorri
ham,slept i thinkthis time lt gt pm is not dangerous,57,slept thinkthi time lt gt pm danger
ham,networking job is there ,24,network job
spam,goldviking m is inviting you to be his friend reply yes or no see him www sms ac u goldviking stop send stop frnd to ,138,goldvik invit friend repli ye see www sm ac u goldvik stop send stop frnd
ham,dont let studying stress you out l r ,38,dont let studi stress l r
ham,that s y u haf keep me busy ,32,u haf keep busi
ham,no rushing i m not working i m in school so if we rush we go hungry ,70,rush work school rush go hungri
ham,which channel ,25,channel
ham,so your telling me i coulda been your real valentine and i wasn t u never pick me for nothing ,96,tell coulda real valentin u never pick noth
spam,phony å award todays voda numbers ending xxxx are selected to receive a å award if you have a match please call quoting claim code standard rates app,177,phoni å award today voda number end xxxx select receiv å award match pleas call quot claim code standard rate app
ham,we made it eta at taunton is as planned hope that û s still okday good to see you xx,97,made eta taunton plan hope û still okday good see xx
ham,i m hungry buy smth home ,27,hungri buy smth home
ham, hey kate,9,hey kate
ham,my drive can only be read i need to write,42,drive read need write
ham,just looked it up and addie goes back monday sucks to be her,61,look addi goe back monday suck
ham,happy new year hope you are having a good semester,51,happi new year hope good semest
ham,esplanade lor where else ,28,esplanad lor els
ham,can you talk with me ,22,talk
ham,hmph go head big baller ,26,hmph go head big baller
ham,well its not like you actually called someone a punto that woulda been worse ,78,well like actual call someon punto woulda wors
ham,nope since ayo travelled he has forgotten his guy,51,nope sinc ayo travel forgotten guy
ham,you still around looking to pick up later,42,still around look pick later
spam,cds u congratulations ur awarded å of cd gift vouchers or å gift guaranteed freeentry å wkly draw xt music to tncs www ldew com win ppmx age ,169,cd u congratul ur award å cd gift voucher å gift guarante freeentri å wkli draw xt music tnc www ldew com win ppmx age
ham,there s someone here that has a year lt gt toyota camry like mr olayiwola s own mileage is lt gt k its clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back ,247,someon year lt gt toyota camri like mr olayiwola mileag lt gt k clean need know much sell rais dough soon land sell holla back
ham,guess which pub im in im as happy as a pig in clover or whatever the saying is ,81,guess pub im im happi pig clover whatev say
ham,ill b down soon,15,ill b soon
ham,oh k i will come tomorrow,28,oh k come tomorrow
ham,go fool dont cheat others ok,28,go fool dont cheat other ok
ham,my mobile number pls sms ur mail id convey regards to achan amma rakhesh qatar,78,mobil number pl sm ur mail id convey regard achan amma rakhesh qatar
ham,by the way rencontre is to meet again mountains dont ,60,way rencontr meet mountain dont
spam,you have won a guaranteed å cash or a å prize to claim yr prize call our customer service representative on between am pm cost p,156,guarante å cash å prize claim yr prize call custom servic repres pm cost p
ham,u attend ur driving lesson how many times a wk n which day ,59,u attend ur drive lesson mani time wk n day
ham,uncle g just checking up on you do have a rewarding month,59,uncl g check reward month
ham,hello boytoy geeee i m missing you today i like to send you a tm and remind you i m thinking of you and you are loved loving kiss ,146,hello boytoy geeee miss today like send tm remind think love love kiss
ham,i think the other two still need to get cash but we can def be ready by ,73,think two still need get cash def readi
ham,hey gals u all wanna meet dinner at nìâte ,47,hey gal u wanna meet dinner nìâte
spam,dear xxxxxxx u ve been invited to xchat this is our final attempt to contact u txt chat to p msgrcvdhg suite lands row w j hl ldn yrs,154,dear xxxxxxx u invit xchat final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yr
ham,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me ,152,babe talk think good boy miss love
ham,great how is the office today ,31,great offic today
ham,it s cool we can last a little while getting more any time soon ,66,cool last littl get time soon
ham, sad puppy noise,19,sad puppi nois
ham,yes its possible but dint try pls dont tell to any one k,57,ye possibl dint tri pl dont tell one k
ham,anyway holla at me whenever you re around because i need an excuse to go creep on people in sarasota,100,anyway holla whenev around need excus go creep peopl sarasota
ham,where you what happen,22,happen
ham,i was gonna ask you lol but i think its at ,44,gonna ask lol think
spam,ur cash balance is currently pounds to maximize ur cash in now send go to only p meg cc hg suite lands row w j hl,146,ur cash balanc current pound maxim ur cash send go p meg cc hg suit land row w j hl
spam,private your account statement for shows un redeemed s i m points call identifier code xx expires ,133,privat account statement show un redeem point call identifi code xx expir
ham,go chase after her and run her over while she s crossing the street,67,go chase run cross street
spam,i d like to tell you my deepest darkest fantasies call me just p min to stop texts call nat rate ,126,like tell deepest darkest fantasi call p min stop text call nat rate
ham,hey very inconvenient for your sis a not huh ,48,hey inconveni si huh
ham,ok i vl do u know i got adsense approved ,43,ok vl u know got adsens approv
ham, was really good to see you the other day dudette been missing you ,69,realli good see day dudett miss
ham,i want to go to perumbavoor,27,want go perumbavoor
ham,how many times i told in the stage all use to laugh you not listen aha ,72,mani time told stage use laugh listen aha
ham, you didn t hear it from me ,28,hear
ham,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model ,133,thank talk saturday dear cherish brother role model
ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala ,98,pl clarifi back open return ticket prepon go back kerala
spam,natalie f is inviting you to be her friend reply yes or no see her www sms ac u natalie k stop send stop frnd to ,135,natali f invit friend repli ye see www sm ac u natali k stop send stop frnd
ham,she ran off with a younger man we will make pretty babies together ,70,ran younger man make pretti babi togeth
spam,jamster to get your free wallpaper text heart to now t c apply only need help call ,109,jamster get free wallpap text heart c appli need help call
ham,o ic lol should play doors sometime yo,41,ic lol play door sometim yo
ham,dunno my dad said he coming home bring us out lunch yup i go w u lor i call u when i reach school lor ,111,dunno dad said come home bring us lunch yup go w u lor call u reach school lor
ham,desires u going to doctor liver and get a bit stylish get ur hair managed thats it ,89,desir u go doctor liver get bit stylish get ur hair manag that
ham,hmmm still we dont have opener ,31,hmmm still dont open
ham,yeah so basically any time next week you can get away from your mom amp get up before ,89,yeah basic time next week get away mom amp get
ham,i will vote for wherever my heart guides me,43,vote wherev heart guid
ham,with my sis lor we juz watched italian job ,46,si lor juz watch italian job
ham,tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you ,111,tick tick tick could die loneli know pout stomp feet need
ham,lmao you know me so well ,27,lmao know well
ham,am on a train back from northampton so i m afraid not i m staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way ,175,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way
ham,goodnight da thangam i really miss u dear ,42,goodnight da thangam realli miss u dear
ham,hey next sun there s a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free,138,hey next sun basic yoga cours bugi go pilat intro next sat tell time r free
ham,geeeee your internet is really bad today eh ,50,geeeee internet realli bad today eh
spam,free video camera phones with half price line rental for mths and cross ntwk mins txts call mobileupd or call optout ,145,free video camera phone half price line rental mth cross ntwk min txt call mobileupd call optout
ham,i think i am disturbing her da,30,think disturb da
ham,sorry i ll call you later i am in meeting sir ,49,sorri call later meet sir
ham,havent stuck at orchard in my dad s car going dinner now u leh so r they free tonight ,91,havent stuck orchard dad car go dinner u leh r free tonight
ham,ok i also wan watch e pm show ,36,ok also wan watch e pm show
ham,i dunno lei like dun haf ,30,dunno lei like dun haf
ham,but your brother transfered only lt gt lt gt pa ,63,brother transfer lt gt lt gt pa
ham,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cann t listen me ,119,call later afternoon onword mtnl servic get problem south mumbai hear cann listen
spam, å uk break accommodationvouchers terms conditions apply claim you mustprovide your claim number which is ,132,å uk break accommodationvouch term condit appli claim mustprovid claim number
ham,talk to g and x about that,26,talk g x
ham,hai dear friends this is my new amp present number by rajitha raj ranju ,82,hai dear friend new amp present number rajitha raj ranju
spam, p alfie moon s children in need song on ur mob tell ur m s txt tone charity to for nokias or poly charity for polys zed profit charity ,160,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
ham,as in different styles ,23,differ style
spam,win a å shopping spree every week starting now play text store to skilgme tscs winawk age å perweeksub ,137,win å shop spree everi week start play text store skilgm tsc winawk age å perweeksub
ham,gud ni dear slp well take care swt dreams muah ,53,gud ni dear slp well take care swt dream muah
spam,this is the nd attempt to contract u you have won this weeks top prize of either å cash or å prize just call ,132,nd attempt contract u week top prize either å cash å prize call
ham,well i m glad you didn t find it totally disagreeable lol,62,well glad find total disagre lol
ham,guy no flash me now if you go call me call me how madam take care oh ,74,guy flash go call call madam take care oh
spam,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call ,158,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
ham,mark works tomorrow he gets out at his work is by your house so he can meet u afterwards ,93,mark work tomorrow get work hous meet u afterward
ham, keep ur problems in ur heart,29,keep ur problem ur heart
ham,yeah give me a call if you ve got a minute,43,yeah give call got minut
ham, hi babe uawake feellikw shit justfound out via aletter thatmum gotmarried thnov behind ourbacks åð fuckinnice selfish,119,hi babe uawak feellikw shit justfound via alett thatmum gotmarri thnov behind ourback åð fuckinnic selfish
ham,amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing ,256,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount mother law woman hitler eleven plu two twelv plu one amaz
ham,aiya we discuss later lar pick ì up at is it ,51,aiya discuss later lar pick ì
ham,hey happy birthday ,21,hey happi birthday
ham,sorry i missed your call can you please call back ,51,sorri miss call pleas call back
ham,omg if its not one thing its another my cat has worms when does this bad day end ,85,omg one thing anoth cat worm bad day end
ham,good morning im suffering from fever and dysentry will not be able to come to office today ,94,good morn im suffer fever dysentri abl come offic today
ham,i wont do anything de ,22,wont anyth de
ham,what type of stuff do you sing ,31,type stuff sing
ham,st andre virgil s cream,24,st andr virgil cream
ham,my fri ah okie lor goin my drivin den go shoppin after tt ,65,fri ah oki lor goin drivin den go shoppin tt
ham,gokila is talking with you aha ,32,gokila talk aha
ham,hi shanil rakhesh here thanks i have exchanged the uncut diamond stuff leaving back excellent service by dino and prem ,120,hi shanil rakhesh thank exchang uncut diamond stuff leav back excel servic dino prem
ham,k k this month kotees birthday know ,36,k k month kote birthday know
ham,but i m really really broke oh no amount is too small even lt gt ,71,realli realli broke oh amount small even lt gt
ham,sorry about that this is my mates phone and i didnt write it love kate,70,sorri mate phone didnt write love kate
spam,themob hit the link to get a premium pink panther game the new no from sugababes a crazy zebra animation or a badass hoody wallpaper all free ,149,themob hit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpap free
ham,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money ,166,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money
ham,aight call me once you re close,32,aight call close
ham,nope thats fine i might have a nap tho ,41,nope that fine might nap tho
spam,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvision uk com,153,msg mobil content order resent previou attempt fail due network error queri customersqueri netvis uk com
ham,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj,98,news hassl get weed week andr money haughaighgtujhyguj
ham,ding me on ya break fassyole blacko from londn,47,ding ya break fassyol blacko londn
ham,i really need kiss u i miss u my baby from ur baby eva,57,realli need kiss u miss u babi ur babi eva
ham,oh you got many responsibilities ,33,oh got mani respons
spam,you have new message please call ,47,new messag pleas call
ham,i ve reached sch already ,27,reach sch alreadi
spam,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on ,159,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat vco free
ham,u definitely need a module from e humanities dis sem izzit u wan take other modules st ,91,u definit need modul e human di sem izzit u wan take modul st
ham,argh why the fuck is nobody in town ,39,argh fuck nobodi town
spam,get lions england tone reply lionm mono or lionp poly more go www ringtones co uk the original n best tones gbp network operator rates apply ,156,get lion england tone repli lionm mono lionp poli go www rington co uk origin n best tone gbp network oper rate appli
ham,thanks fills me with complete calm and reassurance ,53,thank fill complet calm reassur
ham,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning same here ,88,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean
ham,are you driving or training ,28,drive train
ham,lol for real she told my dad i have cancer,43,lol real told dad cancer
spam,private your account statement for ,44,privat account statement
ham,oops i did have it lt gt ,32,oop lt gt
ham, not enufcredeit tocall shall ileave uni at get a bus to yor house ,73,enufcredeit tocal shall ileav uni get bu yor hous
ham,hi chikku send some nice msgs,30,hi chikku send nice msg
ham,he is impossible to argue with and he always treats me like his sub like he never released me which he did and i will remind him of that if necessary,154,imposs argu alway treat like sub like never releas remind necessari
ham,after my work ah den plus lor u workin oso rite den go orchard lor no other place to go liao ,107,work ah den plu lor u workin oso rite den go orchard lor place go liao
ham,to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola,101,wonder okor great month cherish guy wish well day mojibiola
ham,cuz ibored and don wanna study,31,cuz ibor wanna studi
ham,wot about on wed nite i am then but only til ,49,wot wed nite til
ham,any way where are you and what doing ,37,way
ham,that sucks i ll go over so u can do my hair you ll do it free right ,70,suck go u hair free right
ham,it s still not working and this time i also tried adding zeros that was the savings the checking is lt gt ,114,still work time also tri ad zero save check lt gt
ham,hmm dunno leh mayb a bag goigng out dat is not too small or jus anything except perfume smth dat i can keep ,116,hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep
ham,sday only joined so training we started today ,47,sday join train start today
ham,sorry was at the grocers ,27,sorri grocer
ham,there are some nice pubs near here or there is frankie n bennys near the warner cinema ,87,nice pub near franki n benni near warner cinema
spam,you ve won your costa del sol holiday or å await collection call now toclaim sae tc s pobox stockport sk xh costå pm max mins,164,costa del sol holiday å await collect call toclaim sae tc pobox stockport sk xh costå pm max min
ham,yup i havent been there before you want to go for the yoga i can call up to book ,88,yup havent want go yoga call book
ham,oh shut it omg yesterday i had a dream that i had kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause i m not getting owed in the face ,228,oh shut omg yesterday dream kid boy piss kid boy even told mark dream chang diaper caus get owe face
ham,yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys ,102,yeah imagin would realli gentl unlik doc treat patient like turkey
ham,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys i ll forward you a link ,133,start dont stop pray good idea anyth see help guy forward link
ham,hi darlin im on helens fone im gonna b up the princes nite please come up tb love kate,88,hi darlin im helen fone im gonna b princ nite pleas come tb love kate
ham,i m in office now da where are you ,36,offic da
ham,aiyar u so poor thing i give u my support k jia you i ll think of u ,77,aiyar u poor thing give u support k jia think u
ham,oh unintentionally not bad timing great fingers the trains play along will give fifteen min warning ,104,oh unintent bad time great finger train play along give fifteen min warn
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth å only with the scotsman this saturday to stop go notxt co uk,156,get garden readi summer free select summer bulb seed worth å scotsman saturday stop go notxt co uk
ham,k then come wenever u lik to come and also tel vikky to come by getting free time ,87,k come wenev u lik come also tel vikki come get free time
ham,pls call me da what happen ,28,pl call da happen
ham,happy new year to u and ur family may this new year bring happiness stability and tranquility to ur vibrant colourful life ,130,happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life
ham,no problem with the renewal i ll do it right away but i dont know his details ,79,problem renew right away dont know detail
ham,idk i m sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i m a failure in everything nobody wants me and now i feel like i m failing you ,184,idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail
ham,haven t left yet so probably gonna be here til dinner,53,left yet probabl gonna til dinner
ham,like lt gt same question,31,like lt gt question
ham,my new years eve was ok i went to a party with my boyfriend who is this si then hey,85,new year eve ok went parti boyfriend si hey
ham,sir i need velusamy sir s date of birth and company bank facilities details ,77,sir need velusami sir date birth compani bank facil detail
ham,k k sms chat with me ,23,k k sm chat
ham,i will come with karnan car please wait till pm will directly goto doctor ,76,come karnan car pleas wait till pm directli goto doctor
ham,no but the bluray player can,28,bluray player
ham,ok then r we meeting later ,30,ok r meet later
ham,lol no i just need to cash in my nitros hurry come on before i crash out ,75,lol need cash nitro hurri come crash
ham,just send a text we ll skype later ,36,send text skype later
ham,ok leave no need to ask,23,ok leav need ask
ham,ìï still got lessons ìï in sch ,33,ìï still got lesson ìï sch
ham,y she dun believe leh i tot i told her it s true already i thk she muz c us tog then she believe ,99,dun believ leh tot told true alreadi thk muz c us tog believ
ham,oh did you charge camera,24,oh charg camera
ham,i û ve got some salt you can rub it in my open wounds if you like ,67,û got salt rub open wound like
ham,now i m going for lunch ,24,go lunch
ham,i m in school now n i ll be in da lab doing some stuff give me a call when ì r done ,85,school n da lab stuff give call ì r done
ham,aight text me tonight and we ll see what s up,46,aight text tonight see
ham,u ,4,u
ham,water logging in desert geoenvironmental implications ,55,water log desert geoenvironment implic
ham,very strange and are watching the nd one now but i m in bed sweet dreams miss u ,86,strang watch nd one bed sweet dream miss u
spam,sms auction a brand new nokia is up auction today auction is free join take part txt nokia to now ,119,sm auction brand new nokia auction today auction free join take part txt nokia
ham,hi hope u r both ok he said he would text and he hasn t have u seen him let me down gently please ,101,hi hope u r ok said would text u seen let gentli pleas
ham,babe i fucking love you too you know fuck it was so good to hear your voice i so need that i crave it i can t get enough i adore you ahmad kisses ,157,babe fuck love know fuck good hear voic need crave get enough ador ahmad kiss
ham,k sure am in my relatives home sms me de pls ,49,k sure rel home sm de pl
ham,fuuuuck i need to stop sleepin sup,35,fuuuuck need stop sleepin sup
ham,i m in town now so i ll jus take mrt down later ,48,town ju take mrt later
ham,i just cooked a rather nice salmon a la you,43,cook rather nice salmon la
ham,i uploaded mine to facebook,27,upload mine facebook
ham,what time u wrkin ,18,time u wrkin
spam,ree entry in a weekly comp for a chance to win an ipod txt pod to to get entry std txt rate t c s apply for details ,142,ree entri weekli comp chanc win ipod txt pod get entri std txt rate c appli detail
spam,our records indicate u maybe entitled to pounds in compensation for the accident you had to claim free reply with claim to this msg stop txt stop,156,record indic u mayb entitl pound compens accid claim free repli claim msg stop txt stop
ham,oh oh den muz change plan liao go back have to yan jiu again ,69,oh oh den muz chang plan liao go back yan jiu
ham,it s wylie you in tampa or sarasota ,37,wyli tampa sarasota
ham,ok take ur time n enjoy ur dinner ,39,ok take ur time n enjoy ur dinner
ham,darren was saying dat if u meeting da ge den we dun meet dinner cos later u leave xy will feel awkward den u meet him lunch lor ,134,darren say dat u meet da ge den dun meet dinner co later u leav xy feel awkward den u meet lunch lor
spam,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to zed p per logo pic ,150,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logo pic
ham,i like cheap but i û m happy to splash out on the wine if it makes you feel better ,85,like cheap û happi splash wine make feel better
ham,she s fine i have had difficulties with her phone it works with mine can you pls send her another friend request ,116,fine difficulti phone work mine pl send anoth friend request
ham,ugh my leg hurts musta overdid it on mon ,42,ugh leg hurt musta overdid mon
spam,call germany for only pence per minute call from a fixed line via access number no prepayment direct access www telediscount co uk,151,call germani penc per minut call fix line via access number prepay direct access www telediscount co uk
ham,wot student discount can u get on books ,40,wot student discount u get book
ham,how come she can get it should b quite diff to guess rite ,61,come get b quit diff guess rite
spam,had your mobile mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd on freefone or stoptxt,160,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptxt
ham,babe i m answering you can t you see me maybe you d better reboot ym i got the photo it s great ,109,babe answer see mayb better reboot ym got photo great
ham,hi what you think about match ,30,hi think match
ham,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop,329,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
ham,dai i downloaded but there is only exe file which i can only run that exe after installing ,91,dai download exe file run exe instal
